team,opponent,date,hca,points,fga,orb,tov,fta,opp_points,opp_fga,opp_orb,opp_tov,opp_fta
Cal St. Fullerton,San Diego St.,2023-11-06,-1,57,61,13,18,18,83,62,11,14,28
San Diego St.,Cal St. Fullerton,2023-11-06,1,83,62,11,14,28,57,61,13,18,18
St. Thomas (MN),California,2023-11-06,-1,66,53,5,12,3,71,49,9,9,22
California,St. Thomas (MN),2023-11-06,1,71,49,9,9,22,66,53,5,12,3
Navy,Campbell,2023-11-06,-1,48,56,12,12,9,59,40,8,14,22
Campbell,Navy,2023-11-06,1,59,40,8,14,22,48,56,12,12,9
Central Ark.,Tulsa,2023-11-06,-1,53,60,11,12,12,70,60,20,18,20
Tulsa,Central Ark.,2023-11-06,1,70,60,20,18,20,53,60,11,12,12
Central Conn. St.,Rhode Island,2023-11-06,-1,70,67,15,11,13,81,57,10,13,23
Rhode Island,Central Conn. St.,2023-11-06,1,81,57,10,13,23,70,67,15,11,13
Central Mich.,Oklahoma,2023-11-06,-1,59,64,14,17,13,89,50,5,13,30
Oklahoma,Central Mich.,2023-11-06,1,89,50,5,13,30,59,64,14,17,13
Maine,Charlotte,2023-11-06,-1,52,54,6,8,19,69,43,2,14,21
Charlotte,Maine,2023-11-06,1,69,43,2,14,21,52,54,6,8,19
UIC,Cincinnati,2023-11-06,-1,58,60,6,15,7,69,67,10,9,13
Cincinnati,UIC,2023-11-06,1,69,67,10,9,13,58,60,6,15,7
Winthrop,Clemson,2023-11-06,-1,56,52,6,14,18,78,62,10,10,12
Clemson,Winthrop,2023-11-06,1,78,62,10,10,12,56,52,6,14,18
Cleveland St.,Duquesne,2023-11-06,-1,77,64,15,12,19,79,62,17,11,33
Duquesne,Cleveland St.,2023-11-06,1,79,62,17,11,33,77,64,15,12,19
Iona,Col. of Charleston,2023-11-06,-1,69,70,12,11,8,71,59,10,14,20
Col. of Charleston,Iona,2023-11-06,1,71,59,10,14,20,69,70,12,11,8
Louisiana Tech,Colorado St.,2023-11-06,-1,73,65,13,14,10,81,51,0,10,26
Colorado St.,Louisiana Tech,2023-11-06,1,81,51,0,10,26,73,65,13,14,10
Towson,Colorado,2023-11-06,-1,57,54,10,11,20,75,50,11,16,21
Colorado,Towson,2023-11-06,1,75,50,11,16,21,57,54,10,11,20
Columbia,Providence,2023-11-06,-1,59,71,15,15,13,78,59,9,18,19
Providence,Columbia,2023-11-06,1,78,59,9,18,19,59,71,15,15,13
Coppin St.,Virginia Tech,2023-11-06,-1,55,51,4,19,18,100,62,14,11,29
Virginia Tech,Coppin St.,2023-11-06,1,100,62,14,11,29,55,51,4,19,18
Cornell,Lehigh,2023-11-06,-1,84,57,7,15,31,78,64,8,17,16
Lehigh,Cornell,2023-11-06,1,78,64,8,17,16,84,57,7,15,31
Dartmouth,Duke,2023-11-06,-1,54,56,10,13,17,92,59,5,9,12
Duke,Dartmouth,2023-11-06,1,92,59,5,9,12,54,56,10,13,17
SIUE,Dayton,2023-11-06,-1,47,50,8,13,15,63,48,8,11,22
Dayton,SIUE,2023-11-06,1,63,48,8,11,22,47,50,8,13,15
Delaware St.,Penn St.,2023-11-06,-1,45,66,17,23,7,79,55,10,21,21
Penn St.,Delaware St.,2023-11-06,1,79,55,10,21,21,45,66,17,23,7
Denver,UC San Diego,2023-11-06,-1,87,71,24,11,33,95,65,13,8,25
UC San Diego,Denver,2023-11-06,1,95,65,13,8,25,87,71,24,11,33
Detroit Mercy,Toledo,2023-11-06,-1,60,47,3,23,10,94,61,10,9,25
Toledo,Detroit Mercy,2023-11-06,1,94,61,10,9,25,60,47,3,23,10
Eastern Ill.,Illinois,2023-11-06,-1,52,69,14,8,16,80,58,10,12,23
Illinois,Eastern Ill.,2023-11-06,1,80,58,10,12,23,52,69,14,8,16
Eastern Wash.,Utah,2023-11-06,-1,66,66,8,15,11,101,58,12,16,38
Utah,Eastern Wash.,2023-11-06,1,101,58,12,16,38,66,66,8,15,11
Elon,Wake Forest,2023-11-06,-1,78,59,3,11,16,101,65,9,11,21
Wake Forest,Elon,2023-11-06,1,101,65,9,11,21,78,59,3,11,16
Miami (OH),Evansville,2023-11-06,-1,64,52,5,20,11,72,51,5,13,30
Evansville,Miami (OH),2023-11-06,1,72,51,5,13,30,64,52,5,20,11
FIU,UCF,2023-11-06,-1,62,47,9,24,32,85,62,13,18,23
UCF,FIU,2023-11-06,1,85,62,13,18,23,62,47,9,24,32
Loyola Maryland,Florida,2023-11-06,-1,73,59,8,15,15,93,62,13,11,30
Florida,Loyola Maryland,2023-11-06,1,93,62,13,11,30,73,59,8,15,15
Wagner,Fordham,2023-11-06,-1,64,62,17,16,17,68,61,15,12,19
Fordham,Wagner,2023-11-06,1,68,61,15,12,19,64,62,17,16,17
Ga. Southern,Georgia Tech,2023-11-06,-1,62,57,11,18,13,84,60,15,13,27
Georgia Tech,Ga. Southern,2023-11-06,1,84,60,15,13,27,62,57,11,18,13
Monmouth,George Mason,2023-11-06,-1,61,65,12,12,12,72,49,10,18,25
George Mason,Monmouth,2023-11-06,1,72,49,10,18,25,61,65,12,12,12
Stonehill,George Washington,2023-11-06,-1,44,70,14,14,12,89,65,8,13,14
George Washington,Stonehill,2023-11-06,1,89,65,8,13,14,44,70,14,14,12
Georgia,Oregon,2023-11-06,0,71,65,11,16,30,82,73,21,15,29
Oregon,Georgia,2023-11-06,0,82,73,21,15,29,71,65,11,16,30
Southeast Mo. St.,Grand Canyon,2023-11-06,-1,67,64,13,17,15,88,62,15,17,27
Grand Canyon,Southeast Mo. St.,2023-11-06,1,88,62,15,17,27,67,64,13,17,15
Green Bay,Iowa St.,2023-11-06,-1,44,46,6,16,14,85,66,15,4,22
Iowa St.,Green Bay,2023-11-06,1,85,66,15,4,22,44,46,6,16,14
Hampton,Howard,2023-11-06,-1,80,56,2,17,21,92,48,4,21,36
Howard,Hampton,2023-11-06,1,92,48,4,21,36,80,56,2,17,21
Holy Cross,Siena,2023-11-06,-1,71,55,9,11,12,73,56,12,11,21
Siena,Holy Cross,2023-11-06,1,73,56,12,11,21,71,55,9,11,12
ULM,Houston,2023-11-06,-1,31,39,10,25,17,84,61,20,10,29
Houston,ULM,2023-11-06,1,84,61,20,10,29,31,39,10,25,17
Idaho,Washington St.,2023-11-06,-1,59,52,7,11,25,84,57,14,10,29
Washington St.,Idaho,2023-11-06,1,84,57,14,10,29,59,52,7,11,25
Jackson St.,Memphis,2023-11-06,-1,77,63,11,23,12,94,67,10,16,23
Memphis,Jackson St.,2023-11-06,1,94,67,10,16,23,77,63,11,23,12
James Madison,Michigan St.,2023-11-06,-1,79,68,14,15,28,76,72,17,11,37
Michigan St.,James Madison,2023-11-06,1,76,72,17,11,37,79,68,14,15,28
Kansas St.,Southern California,2023-11-06,0,69,71,23,17,24,82,60,10,18,19
Southern California,Kansas St.,2023-11-06,0,82,60,10,18,19,69,71,23,17,24
N.C. Central,Kansas,2023-11-06,-1,56,57,9,9,18,99,56,4,10,10
Kansas,N.C. Central,2023-11-06,1,99,56,4,10,10,56,57,9,9,18
New Mexico St.,Kentucky,2023-11-06,-1,46,56,6,18,5,86,65,11,6,19
Kentucky,New Mexico St.,2023-11-06,1,86,65,11,6,19,46,56,6,18,5
Mississippi Val.,LSU,2023-11-06,-1,60,55,14,22,23,106,59,12,12,34
LSU,Mississippi Val.,2023-11-06,1,106,59,12,12,34,60,55,14,22,23
Lafayette,Saint Joseph's,2023-11-06,-1,60,54,11,16,19,81,63,12,9,21
Saint Joseph's,Lafayette,2023-11-06,1,81,63,12,9,21,60,54,11,16,19
Lindenwood,Nebraska,2023-11-06,-1,52,68,13,12,9,84,56,8,9,29
Nebraska,Lindenwood,2023-11-06,1,84,56,8,9,29,52,68,13,12,9
Lipscomb,Wichita St.,2023-11-06,-1,59,69,10,9,7,76,65,13,10,17
Wichita St.,Lipscomb,2023-11-06,1,76,65,13,10,17,59,69,10,9,7
Texas St.,Little Rock,2023-11-06,-1,66,62,21,22,22,71,59,10,12,29
Little Rock,Texas St.,2023-11-06,1,71,59,10,12,29,66,62,21,22,22
Long Beach St.,Portland,2023-11-06,-1,73,69,14,14,23,78,53,8,16,31
Portland,Long Beach St.,2023-11-06,1,78,53,8,16,31,73,69,14,14,23
Longwood,St. Bonaventure,2023-11-06,-1,69,61,21,13,25,73,59,8,10,10
St. Bonaventure,Longwood,2023-11-06,1,73,59,8,10,10,69,61,21,13,25
Youngstown St.,Louisiana,2023-11-06,-1,62,60,13,17,18,72,65,13,11,24
Louisiana,Youngstown St.,2023-11-06,1,72,65,13,11,24,62,60,13,17,18
UMBC,Louisville,2023-11-06,-1,93,69,12,11,22,94,68,20,14,39
Louisville,UMBC,2023-11-06,1,94,68,20,14,39,93,69,12,11,22
NIU,Marquette,2023-11-06,-1,70,70,18,14,16,92,67,13,9,21
Marquette,NIU,2023-11-06,1,92,67,13,9,21,70,70,18,14,16
Queens (NC),Marshall,2023-11-06,-1,73,70,17,18,20,89,74,14,12,16
Marshall,Queens (NC),2023-11-06,1,89,74,14,12,16,73,70,17,18,20
McNeese,VCU,2023-11-06,-1,76,59,9,5,22,65,53,9,14,14
VCU,McNeese,2023-11-06,1,65,53,9,14,14,76,59,9,5,22
Merrimack,Vermont,2023-11-06,-1,55,52,10,10,13,67,53,12,9,13
Vermont,Merrimack,2023-11-06,1,67,53,12,9,13,55,52,10,10,13
NJIT,Miami (FL),2023-11-06,-1,60,68,13,16,11,101,72,13,9,17
Miami (FL),NJIT,2023-11-06,1,101,72,13,9,17,60,68,13,16,11
Northern Ky.,Middle Tenn.,2023-11-06,-1,57,51,12,18,17,74,59,10,12,17
Middle Tenn.,Northern Ky.,2023-11-06,1,74,59,10,12,17,57,51,12,18,17
Missouri St.,West Virginia,2023-11-06,-1,59,65,11,6,7,67,63,15,7,20
West Virginia,Missouri St.,2023-11-06,1,67,63,15,7,20,59,65,11,6,7
N.C. A&T,Pittsburgh,2023-11-06,-1,52,70,9,9,9,100,71,15,10,17
Pittsburgh,N.C. A&T,2023-11-06,1,100,71,15,10,17,52,70,9,9,9
The Citadel,NC State,2023-11-06,-1,59,53,10,14,24,72,65,9,9,7
NC State,The Citadel,2023-11-06,1,72,65,9,9,7,59,53,10,14,24
New Hampshire,Syracuse,2023-11-06,-1,72,68,14,16,19,83,67,14,11,27
Syracuse,New Hampshire,2023-11-06,1,83,67,14,11,27,72,68,14,16,19
Texas Southern,New Mexico,2023-11-06,-1,55,68,11,12,19,92,67,13,9,27
New Mexico,Texas Southern,2023-11-06,1,92,67,13,9,27,55,68,11,12,19
Niagara,Notre Dame,2023-11-06,-1,63,59,5,7,9,70,53,4,7,16
Notre Dame,Niagara,2023-11-06,1,70,53,4,7,16,63,59,5,7,9
Nicholls,Tulane,2023-11-06,-1,81,64,15,18,20,91,65,9,9,23
Tulane,Nicholls,2023-11-06,1,91,65,9,9,23,81,64,15,18,20
Radford,North Carolina,2023-11-06,-1,70,66,11,12,10,86,61,12,11,23
North Carolina,Radford,2023-11-06,1,86,61,12,11,23,70,66,11,12,10
North Dakota St.,Western Mich.,2023-11-06,-1,80,70,26,17,26,76,68,13,15,12
Western Mich.,North Dakota St.,2023-11-06,1,76,68,13,15,12,80,70,26,17,26
Northern Ariz.,UConn,2023-11-06,-1,52,59,9,11,16,95,57,15,9,37
UConn,Northern Ariz.,2023-11-06,1,95,57,15,9,37,52,59,9,11,16
Oakland,Ohio St.,2023-11-06,-1,73,61,11,9,15,79,52,13,13,30
Ohio St.,Oakland,2023-11-06,1,79,52,13,13,30,73,61,11,9,15
Oral Roberts,UT Arlington,2023-11-06,-1,71,60,7,6,22,75,69,22,12,25
UT Arlington,Oral Roberts,2023-11-06,1,75,69,22,12,25,71,60,7,6,22
Sam Houston,Pacific,2023-11-06,-1,64,51,9,19,33,57,64,6,23,7
Pacific,Sam Houston,2023-11-06,1,57,64,6,23,7,64,51,9,19,33
Princeton,Rutgers,2023-11-06,0,68,60,15,12,11,61,62,12,9,7
Rutgers,Princeton,2023-11-06,0,61,62,12,9,7,68,60,15,12,11
Samford,Purdue,2023-11-06,-1,45,68,14,15,14,98,62,12,15,22
Purdue,Samford,2023-11-06,1,98,62,12,15,22,45,68,14,15,14
VMI,Richmond,2023-11-06,-1,75,65,9,14,14,93,63,10,7,32
Richmond,VMI,2023-11-06,1,93,63,10,7,32,75,65,9,14,14
Robert Morris,Xavier,2023-11-06,-1,63,59,10,14,22,77,56,7,17,13
Xavier,Robert Morris,2023-11-06,1,77,56,7,17,13,63,59,10,14,22
Saint Francis (PA),UCLA,2023-11-06,-1,44,42,9,21,20,75,57,10,7,24
UCLA,Saint Francis (PA),2023-11-06,1,75,57,10,7,24,44,42,9,21,20
Southern Ind.,Saint Louis,2023-11-06,-1,63,65,8,12,8,75,66,13,6,28
Saint Louis,Southern Ind.,2023-11-06,1,75,66,13,6,28,63,65,8,12,8
Saint Peter's,Seton Hall,2023-11-06,-1,59,52,12,17,9,70,42,8,13,28
Seton Hall,Saint Peter's,2023-11-06,1,70,42,8,13,28,59,52,12,17,9
USC Upstate,South Carolina,2023-11-06,-1,53,59,6,11,14,82,55,10,15,19
South Carolina,USC Upstate,2023-11-06,1,82,55,10,15,19,53,59,6,11,14
Southern U.,TCU,2023-11-06,-1,75,65,13,16,13,108,70,15,13,17
TCU,Southern U.,2023-11-06,1,108,70,15,13,17,75,65,13,16,13
Tarleton St.,Virginia,2023-11-06,-1,50,48,7,16,21,80,47,10,8,39
Virginia,Tarleton St.,2023-11-06,1,80,47,10,8,39,50,48,7,16,21
UMES,Temple,2023-11-06,-1,65,66,16,12,24,85,60,13,12,30
Temple,UMES,2023-11-06,1,85,60,13,12,30,65,66,16,12,24
Tennessee Tech,Tennessee,2023-11-06,-1,42,51,7,16,19,80,63,8,10,10
Tennessee,Tennessee Tech,2023-11-06,1,80,63,8,10,10,42,51,7,16,19
Tex. A&M-Commerce,Texas A&M,2023-11-06,-1,46,54,7,10,14,78,60,16,11,17
Texas A&M,Tex. A&M-Commerce,2023-11-06,1,78,60,16,11,17,46,54,7,10,14
UIW,Texas,2023-11-06,-1,56,64,15,17,23,88,63,11,13,23
Texas,UIW,2023-11-06,1,88,63,11,13,23,56,64,15,17,23
Western Ill.,UTSA,2023-11-06,-1,68,75,21,12,25,78,64,11,7,35
UTSA,Western Ill.,2023-11-06,1,78,64,11,7,35,68,75,21,12,25
Auburn,Baylor,2023-11-07,0,82,63,14,15,25,88,60,14,15,34
Baylor,Auburn,2023-11-07,0,88,60,14,15,34,82,63,14,15,25
Florida A&M,Creighton,2023-11-07,-1,54,64,6,6,9,105,67,17,9,16
Creighton,Florida A&M,2023-11-07,1,105,67,17,9,16,54,64,6,6,9
Purdue Fort Wayne,DePaul,2023-11-07,-1,82,63,7,10,20,74,51,7,22,23
DePaul,Purdue Fort Wayne,2023-11-07,1,74,51,7,22,23,82,63,7,10,20
Drexel,La Salle,2023-11-07,-1,61,58,13,14,16,67,57,11,11,18
La Salle,Drexel,2023-11-07,1,67,57,11,11,18,61,58,13,14,16
FGCU,Indiana,2023-11-07,-1,63,62,13,13,6,69,45,7,11,30
Indiana,FGCU,2023-11-07,1,69,45,7,11,30,63,62,13,13,6
Le Moyne,Georgetown,2023-11-07,-1,57,65,9,11,16,94,64,13,17,19
Georgetown,Le Moyne,2023-11-07,1,94,64,13,17,19,57,65,9,11,16
North Dakota,Iowa,2023-11-07,-1,68,67,12,19,17,110,75,11,7,20
Iowa,North Dakota,2023-11-07,1,110,75,11,7,20,68,67,12,19,17
Mount St. Mary's,Maryland,2023-11-07,-1,53,59,13,14,12,68,49,10,15,25
Maryland,Mount St. Mary's,2023-11-07,1,68,49,10,15,25,53,59,13,14,12
UAlbany,Massachusetts,2023-11-07,-1,71,56,11,18,31,92,76,16,5,26
Massachusetts,UAlbany,2023-11-07,1,92,76,16,5,26,71,56,11,18,31
UNC Asheville,Michigan,2023-11-07,-1,74,55,10,13,28,99,67,11,9,15
Michigan,UNC Asheville,2023-11-07,1,99,67,11,9,15,74,55,10,13,28
Sacramento St.,Nevada,2023-11-07,-1,63,62,11,13,8,77,59,11,7,27
Nevada,Sacramento St.,2023-11-07,1,77,59,11,7,27,63,62,11,13,8
UNI,North Texas,2023-11-07,-1,77,68,14,13,12,83,57,10,13,22
North Texas,UNI,2023-11-07,1,83,57,10,13,22,77,68,14,13,12
Presbyterian,Vanderbilt,2023-11-07,-1,68,49,4,14,21,62,58,17,15,27
Vanderbilt,Presbyterian,2023-11-07,1,62,58,17,15,27,68,49,4,14,21
UC Irvine,San Jose St.,2023-11-07,-1,64,55,7,15,26,72,50,5,15,23
San Jose St.,UC Irvine,2023-11-07,1,72,50,5,15,23,64,55,7,15,26
Stony Brook,St. John's (NY),2023-11-07,-1,74,65,16,11,17,90,66,18,15,12
St. John's (NY),Stony Brook,2023-11-07,1,90,66,18,15,12,74,65,16,11,17
Arizona St.,Mississippi St.,2023-11-08,0,56,53,7,10,26,71,55,11,15,22
Mississippi St.,Arizona St.,2023-11-08,0,71,55,11,15,22,56,53,7,10,26
Bucknell,Penn,2023-11-08,-1,61,56,6,10,19,80,63,20,16,17
Penn,Bucknell,2023-11-08,1,80,63,20,16,17,61,56,6,10,19
Canisius,Syracuse,2023-11-08,-1,77,64,16,12,17,89,65,13,10,19
Syracuse,Canisius,2023-11-08,1,89,65,13,10,19,77,64,16,12,17
Lipscomb,Drake,2023-11-08,-1,70,57,6,15,12,85,62,10,13,16
Drake,Lipscomb,2023-11-08,1,85,62,10,13,16,70,57,6,15,12
Fla. Atlantic,Loyola Chicago,2023-11-08,0,75,56,9,13,21,62,51,8,18,19
Loyola Chicago,Fla. Atlantic,2023-11-08,0,62,51,8,18,19,75,56,9,13,21
Jackson St.,San Diego,2023-11-08,-1,61,57,12,16,25,87,59,14,12,34
San Diego,Jackson St.,2023-11-08,1,87,59,14,12,34,61,57,12,16,25
Troy,Ohio,2023-11-08,-1,70,59,13,17,25,88,60,6,7,32
Ohio,Troy,2023-11-08,1,88,60,6,7,32,70,59,13,17,25
Prairie View,Seattle U,2023-11-08,-1,60,69,19,17,23,71,51,10,23,25
Seattle U,Prairie View,2023-11-08,1,71,51,10,23,25,60,69,19,17,23
Western Ill.,SMU,2023-11-08,-1,53,55,12,21,27,90,78,16,7,15
SMU,Western Ill.,2023-11-08,1,90,78,16,7,15,53,55,12,21,27
Utah Tech,Santa Clara,2023-11-08,-1,69,64,10,14,24,77,54,8,20,28
Santa Clara,Utah Tech,2023-11-08,1,77,54,8,20,28,69,64,10,14,24
Southern U.,UNLV,2023-11-08,-1,85,60,6,9,10,71,54,11,13,24
UNLV,Southern U.,2023-11-08,1,71,54,11,13,24,85,60,6,9,10
Tex. A&M-Commerce,Texas Tech,2023-11-08,-1,46,67,9,14,1,73,53,11,18,29
Texas Tech,Tex. A&M-Commerce,2023-11-08,1,73,53,11,18,29,46,67,9,14,1
Alabama A&M,North Ala.,2023-11-09,-1,67,56,15,17,36,83,54,9,16,27
North Ala.,Alabama A&M,2023-11-09,1,83,54,9,16,27,67,56,15,17,36
American,William & Mary,2023-11-09,-1,56,60,10,12,10,75,45,6,14,32
William & Mary,American,2023-11-09,1,75,45,6,14,32,56,60,10,12,10
Army West Point,Stonehill,2023-11-09,-1,44,69,20,14,7,57,42,1,17,13
Stonehill,Army West Point,2023-11-09,1,57,42,1,17,13,44,69,20,14,7
CSU Bakersfield,Southern California,2023-11-09,-1,59,57,9,15,11,85,55,8,12,22
Southern California,CSU Bakersfield,2023-11-09,1,85,55,8,12,22,59,57,9,15,11
CSUN,Idaho,2023-11-09,-1,76,66,17,14,20,73,60,6,16,6
Idaho,CSUN,2023-11-09,1,73,60,6,16,6,76,66,17,14,20
Cal Poly,Denver,2023-11-09,-1,76,74,13,7,12,97,49,8,14,39
Denver,Cal Poly,2023-11-09,1,97,49,8,14,39,76,74,13,7,12
North Florida,Charleston So.,2023-11-09,-1,81,54,5,9,26,70,47,7,12,30
Charleston So.,North Florida,2023-11-09,1,70,47,7,12,30,81,54,5,9,26
Mercer,Chicago St.,2023-11-09,-1,66,48,7,12,24,61,48,13,17,30
Chicago St.,Mercer,2023-11-09,1,61,48,13,17,30,66,48,7,12,24
Towson,Coppin St.,2023-11-09,-1,70,54,20,16,22,49,46,5,13,19
Coppin St.,Towson,2023-11-09,1,49,46,5,13,19,70,54,20,16,22
ETSU,Elon,2023-11-09,-1,76,67,11,12,11,79,59,9,16,16
Elon,ETSU,2023-11-09,1,79,59,9,16,16,76,67,11,12,11
Tarleton St.,FIU,2023-11-09,-1,82,60,19,26,18,65,58,10,21,17
FIU,Tarleton St.,2023-11-09,1,65,58,10,21,17,82,60,19,26,18
Fairfield,Rhode Island,2023-11-09,-1,80,68,14,14,21,93,65,18,19,29
Rhode Island,Fairfield,2023-11-09,1,93,65,18,19,29,80,68,14,14,21
Florida A&M,Nebraska,2023-11-09,-1,54,66,11,14,17,81,56,16,18,36
Nebraska,Florida A&M,2023-11-09,1,81,56,16,18,36,54,66,11,14,17
Howard,Georgia Tech,2023-11-09,-1,85,60,11,14,28,88,77,22,7,27
Georgia Tech,Howard,2023-11-09,1,88,77,22,7,27,85,60,11,14,28
Lindenwood,Iowa St.,2023-11-09,-1,47,46,6,22,20,102,66,10,8,21
Iowa St.,Lindenwood,2023-11-09,1,102,66,10,8,21,47,46,6,22,20
James Madison,Kent St.,2023-11-09,-1,113,77,6,12,36,108,75,15,16,48
Kent St.,James Madison,2023-11-09,1,108,75,15,16,48,113,77,6,12,36
Lamar University,SMU,2023-11-09,-1,67,60,9,13,16,78,59,18,13,38
SMU,Lamar University,2023-11-09,1,78,59,18,13,38,67,60,9,13,16
Southern Ind.,Michigan St.,2023-11-09,-1,51,60,13,15,11,74,52,6,12,28
Michigan St.,Southern Ind.,2023-11-09,1,74,52,6,12,28,51,60,13,15,11
SFA,Middle Tenn.,2023-11-09,-1,62,54,5,21,8,67,56,15,18,33
Middle Tenn.,SFA,2023-11-09,1,67,56,15,18,33,62,54,5,21,8
New Mexico,Saint Mary's (CA),2023-11-09,-1,58,62,14,13,15,72,55,14,13,25
Saint Mary's (CA),New Mexico,2023-11-09,1,72,55,14,13,25,58,62,14,13,15
Northern Ky.,Washington,2023-11-09,-1,67,63,19,12,25,75,55,11,14,27
Washington,Northern Ky.,2023-11-09,1,75,55,11,14,27,67,63,19,12,25
Northwestern St.,Tulane,2023-11-09,-1,71,67,11,16,11,88,56,6,12,32
Tulane,Northwestern St.,2023-11-09,1,88,56,6,12,32,71,67,11,16,11
Omaha,TCU,2023-11-09,-1,60,56,5,16,22,82,71,15,16,10
TCU,Omaha,2023-11-09,1,82,71,15,16,10,60,56,5,16,22
Pepperdine,UC Davis,2023-11-09,-1,78,50,7,19,25,79,48,5,12,36
UC Davis,Pepperdine,2023-11-09,1,79,48,5,12,36,78,50,7,19,25
Portland St.,UC Santa Barbara,2023-11-09,-1,82,65,8,7,22,76,54,8,18,17
UC Santa Barbara,Portland St.,2023-11-09,1,76,54,8,18,17,82,65,8,7,22
Saint Francis (PA),San Francisco,2023-11-09,-1,52,47,2,16,15,84,55,9,15,17
