team,opponent,date,hca,points,fga,orb,tov,fta,opp_points,opp_fga,opp_orb,opp_tov,opp_fta
Florida,Arizona,2025-11-03,0,87,70,17,15,30,93,61,12,14,38
Western Caro.,Cincinnati,2025-11-03,-1,63,64,14,22,14,94,59,7,15,30
Canisius,Dayton,2025-11-03,-1,48,50,11,19,11,88,51,11,4,41
Niagara,Duquesne,2025-11-03,-1,63,48,6,16,27,83,55,7,17,13
Wagner,VCU,2025-11-03,-1,74,63,14,15,24,103,68,16,10,31
Wofford,George Mason,2025-11-03,-1,46,50,10,16,16,70,55,8,12,16
Central Ark.,North Carolina,2025-11-03,-1,54,64,10,17,9,94,65,12,12,22
Marshall,Massachusetts,2025-11-03,-1,78,56,10,26,19,72,55,10,20,36
UConn,New Haven,2025-11-03,1,79,56,10,12,20,55,52,4,11,14
Bucknell,Delaware,2025-11-03,1,78,62,12,13,14,70,64,12,12,18
Massachusetts,Marshall,2025-11-03,1,72,55,10,20,36,78,56,10,26,19
Akron,James Madison,2025-11-03,1,85,63,15,8,29,71,61,12,19,13
N.C. Central,NC State,2025-11-03,-1,66,48,7,18,28,114,64,14,9,30
Western Mich.,Coastal Carolina,2025-11-03,1,76,50,5,15,35,71,61,9,13,20
Central Mich.,App State,2025-11-03,1,82,58,13,12,17,66,59,17,9,29
Rider,Virginia,2025-11-03,-1,53,49,13,14,29,87,64,22,6,34
Miami (OH),Old Dominion,2025-11-03,1,87,58,8,12,27,72,53,5,19,16
South Alabama,Toledo,2025-11-03,-1,76,58,11,10,13,74,55,6,11,9
Arkansas St.,Ohio,2025-11-03,-1,89,56,13,18,28,85,63,7,10,22
Clemson,New Hampshire,2025-11-03,1,88,51,7,6,41,38,60,8,13,9
Virginia,Rider,2025-11-03,1,87,64,22,6,34,53,49,13,14,29
Dayton,Canisius,2025-11-03,1,88,51,11,4,41,48,50,11,19,11
Duquesne,Niagara,2025-11-03,1,83,55,7,17,13,63,48,6,16,27
Bryant,Siena,2025-11-03,-1,66,56,14,20,12,82,67,18,7,20
Penn St.,Fairfield,2025-11-03,1,76,57,7,7,25,68,70,12,7,9
Syracuse,Binghamton,2025-11-03,1,85,66,11,5,16,47,45,7,22,22
Pittsburgh,Youngstown St.,2025-11-03,1,74,53,17,18,27,59,56,8,12,9
Siena,Bryant,2025-11-03,1,82,67,18,7,20,66,56,14,20,12
Fairfield,Penn St.,2025-11-03,-1,68,70,12,7,9,76,57,7,7,25
Colgate,Michigan St.,2025-11-03,-1,69,57,3,13,6,80,60,19,10,37
Western Ill.,Radford,2025-11-03,-1,75,59,15,11,20,80,51,13,7,31
NC State,N.C. Central,2025-11-03,1,114,64,14,9,30,66,48,7,18,28
Missouri,Howard,2025-11-03,-1,88,61,16,16,21,67,62,10,13,16
James Madison,Akron,2025-11-03,-1,71,61,12,19,13,85,63,15,8,29
App State,Central Mich.,2025-11-03,-1,66,59,17,9,29,82,58,13,12,17
North Carolina,Central Ark.,2025-11-03,1,94,65,12,12,22,54,64,10,17,9
Louisiana,Ball St.,2025-11-03,-1,64,59,9,12,9,75,46,8,11,28
Coastal Carolina,Western Mich.,2025-11-03,-1,71,61,9,13,20,76,50,5,15,35
Texas St.,Bowling Green,2025-11-03,-1,48,54,5,18,7,83,58,7,12,16
Troy,Kent St.,2025-11-03,-1,103,63,6,12,33,97,79,22,14,33
Old Dominion,Miami (OH),2025-11-03,-1,72,53,5,19,16,87,58,8,12,27
Holy Cross,Providence,2025-11-03,-1,79,65,9,13,21,89,62,8,10,27
Xavier,Marist,2025-11-03,1,66,53,12,11,32,62,44,6,18,25
Marist,Xavier,2025-11-03,-1,62,44,6,18,25,66,53,12,11,32
Providence,Holy Cross,2025-11-03,1,89,62,8,10,27,79,65,9,13,21
Georgia Tech,UMES,2025-11-03,1,56,60,12,13,18,52,56,10,19,11
Georgia,Bellarmine,2025-11-03,1,104,70,9,6,21,59,57,6,22,6
Presbyterian,Navy,2025-11-03,1,55,49,10,15,22,76,55,10,8,24
Northeastern,Boston U.,2025-11-03,1,75,60,11,13,26,76,60,11,16,20
Bellarmine,Georgia,2025-11-03,-1,59,57,6,22,6,104,70,9,6,21
Mississippi Val.,UAB,2025-11-03,-1,55,55,5,26,19,106,74,15,8,37
UAB,Mississippi Val.,2025-11-03,1,106,74,15,8,37,55,55,5,26,19
UMES,Georgia Tech,2025-11-03,-1,52,56,10,19,11,56,60,12,13,18
Boston U.,Northeastern,2025-11-03,-1,76,60,11,16,20,75,60,11,13,26
Navy,Presbyterian,2025-11-03,-1,76,55,10,8,24,55,49,10,15,22
Seton Hall,Saint Peter's,2025-11-03,1,77,45,11,8,36,50,51,15,15,22
Belmont,Air Force,2025-11-03,1,79,55,8,8,25,63,47,8,23,9
Saint Peter's,Seton Hall,2025-11-03,-1,50,51,15,15,22,77,45,11,8,36
Air Force,Belmont,2025-11-03,-1,63,47,8,23,9,79,55,8,8,25
Western Ky.,Tennessee Tech,2025-11-03,1,82,62,13,11,35,70,61,10,19,12
Tennessee Tech,Western Ky.,2025-11-03,-1,70,61,10,19,12,82,62,13,11,35
Alabama,North Dakota,2025-11-03,1,91,58,11,15,27,62,62,7,10,17
Maine,George Washington,2025-11-03,-1,47,51,5,15,12,67,59,16,16,17
Southeast Mo. St.,Saint Louis,2025-11-03,-1,67,62,7,9,26,92,67,14,15,21
Cleveland St.,Loyola Chicago,2025-11-03,-1,88,64,18,14,23,91,66,12,7,25
American,Wake Forest,2025-11-03,-1,74,58,9,18,18,88,65,12,11,24
Jacksonville,Miami (FL),2025-11-03,-1,69,58,5,14,14,86,49,8,15,37
Tarleton St.,SMU,2025-11-03,-1,76,51,10,15,35,96,50,8,11,42
Miami (FL),Jacksonville,2025-11-03,1,86,49,8,15,37,69,58,5,14,14
Vanderbilt,Lipscomb,2025-11-03,1,105,68,8,6,17,61,56,9,18,22
Nebraska,West Ga.,2025-11-03,1,86,64,15,9,25,53,65,12,12,13
George Washington,Maine,2025-11-03,1,67,59,16,16,17,47,51,5,15,12
Marquette,UAlbany,2025-11-03,1,80,58,15,14,39,53,67,19,23,14
Indiana St.,Charlotte,2025-11-03,-1,76,57,8,10,21,92,65,18,8,30
Green Bay,Kansas,2025-11-03,-1,51,56,7,8,18,94,58,9,3,24
UTRGV,Baylor,2025-11-03,-1,81,61,2,12,11,96,65,12,11,32
FDU,Iowa St.,2025-11-03,-1,50,52,8,18,17,88,67,9,9,9
New Orleans,TCU,2025-11-03,-1,78,57,12,19,19,74,67,12,10,26
Lehigh,Houston,2025-11-03,-1,57,51,9,15,23,75,61,15,13,20
UAlbany,Marquette,2025-11-03,-1,53,67,19,23,14,80,58,15,14,39
Chicago St.,DePaul,2025-11-03,-1,62,56,11,16,23,92,60,16,13,35
Minnesota,Gardner-Webb,2025-11-03,1,87,55,12,14,30,60,57,11,14,27
Campbell,Wisconsin,2025-11-03,-1,64,52,9,19,17,96,67,13,9,19
Gardner-Webb,Minnesota,2025-11-03,-1,60,57,11,14,27,87,55,12,14,30
Mercyhurst,Northwestern,2025-11-03,-1,47,60,9,11,13,70,52,15,12,38
West Ga.,Nebraska,2025-11-03,-1,53,65,12,12,13,86,64,15,9,25
Milwaukee,Hampton,2025-11-03,1,90,70,21,9,42,86,63,16,18,34
Wisconsin,Campbell,2025-11-03,1,96,67,13,9,19,64,52,9,19,17
UIC,Detroit Mercy,2025-11-03,1,91,56,11,16,36,71,77,21,15,20
Kansas,Green Bay,2025-11-03,1,94,58,9,3,24,51,56,7,8,18
Hampton,Milwaukee,2025-11-03,-1,86,63,16,18,34,90,70,21,9,42
Loyola Chicago,Cleveland St.,2025-11-03,1,91,66,12,7,25,88,64,18,14,23
ULM,NIU,2025-11-03,-1,82,56,6,13,22,102,65,19,18,26
Charlotte,Indiana St.,2025-11-03,1,92,65,18,8,30,76,57,8,10,21
Detroit Mercy,UIC,2025-11-03,-1,71,77,21,15,20,91,56,11,16,36
Iowa St.,FDU,2025-11-03,1,88,67,9,9,9,50,52,8,18,17
Northwestern,Mercyhurst,2025-11-03,1,70,52,15,12,38,47,60,9,11,13
DePaul,Chicago St.,2025-11-03,1,92,60,16,13,35,62,56,11,16,23
Saint Louis,Southeast Mo. St.,2025-11-03,1,92,67,14,15,21,67,62,7,9,26
Houston,Lehigh,2025-11-03,1,75,61,15,13,20,57,51,9,15,23
Wake Forest,American,2025-11-03,1,88,65,12,11,24,74,58,9,18,18
North Dakota,Alabama,2025-11-03,-1,62,62,7,10,17,91,58,11,15,27
Lipscomb,Vanderbilt,2025-11-03,-1,61,56,9,18,22,105,68,8,6,17
Bethune-Cookman,Auburn,2025-11-03,-1,90,70,8,13,9,95,68,17,11,38
Southeastern La.,Ole Miss,2025-11-03,-1,58,53,11,13,25,88,54,12,10,30
Northwestern St.,Texas A&M,2025-11-03,-1,68,58,10,16,21,98,71,17,12,23
Auburn,Bethune-Cookman,2025-11-03,1,95,68,17,11,38,90,70,8,13,9
Texas A&M,Northwestern St.,2025-11-03,1,98,71,17,12,23,68,58,10,16,21
Ole Miss,Southeastern La.,2025-11-03,1,88,54,12,10,30,58,53,11,13,25
TCU,New Orleans,2025-11-03,1,74,67,12,10,26,78,57,12,19,19
Baylor,UTRGV,2025-11-03,1,96,65,12,11,32,81,61,2,12,11
NIU,ULM,2025-11-03,1,102,65,19,18,26,82,56,6,13,22
SMU,Tarleton St.,2025-11-03,1,96,50,8,11,42,76,51,10,15,35
Tulane,Samford,2025-11-03,1,85,53,2,8,13,72,61,15,11,17
Samford,Tulane,2025-11-03,-1,72,61,15,11,17,85,53,2,8,13
Saint Francis,Oklahoma,2025-11-03,-1,66,66,12,14,10,102,70,14,11,18
Illinois,Jackson St.,2025-11-03,1,113,73,21,12,24,55,62,4,11,14
Michigan,Oakland,2025-11-03,1,121,70,6,8,13,78,64,5,11,15
Oakland,Michigan,2025-11-03,-1,78,64,5,11,15,121,70,6,8,13
Jackson St.,Illinois,2025-11-03,-1,55,62,4,11,14,113,73,21,12,24
Utah Tech,South Dakota,2025-11-03,-1,81,73,12,15,13,79,66,14,14,35
Oklahoma,Saint Francis,2025-11-03,1,102,70,14,11,18,66,66,12,14,10
South Dakota,Utah Tech,2025-11-03,1,79,66,14,14,35,81,73,12,15,13
South Fla.,Florida A&M,2025-11-03,1,102,62,17,15,40,67,59,11,21,26
UCF,Hofstra,2025-11-03,1,82,56,16,16,36,78,62,13,12,24
Hofstra,UCF,2025-11-03,-1,78,62,13,12,24,82,56,16,16,36
Florida A&M,South Fla.,2025-11-03,-1,67,59,11,21,26,102,62,17,15,40
Gonzaga,Texas Southern,2025-11-03,1,98,69,19,13,21,43,59,12,17,17
Towson,Loyola Maryland,2025-11-03,0,67,57,12,10,18,56,50,6,11,25
San Jose St.,Utah,2025-11-03,-1,75,65,13,11,18,84,62,13,11,19
Colorado St.,UIW,2025-11-03,1,98,48,8,10,30,64,59,7,5,21
Colorado,Montana St.,2025-11-03,1,84,52,11,9,39,78,56,6,11,17
Merrimack,South Dakota St.,2025-11-03,0,66,56,9,11,27,75,57,14,14,26
Utah,San Jose St.,2025-11-03,1,84,62,13,11,19,75,65,13,11,18
UIW,Colorado St.,2025-11-03,-1,64,59,7,5,21,98,48,8,10,30
Louisville,South Carolina St.,2025-11-03,1,104,62,12,17,33,45,57,12,25,22
Texas Southern,Gonzaga,2025-11-03,-1,43,59,12,17,17,98,69,19,13,21
South Dakota St.,Merrimack,2025-11-03,0,75,57,14,14,26,66,56,9,11,27
Montana St.,Colorado,2025-11-03,-1,78,56,6,11,17,84,52,11,9,39
Purdue Fort Wayne,Grand Canyon,2025-11-03,-1,71,64,6,13,10,90,57,7,15,20
Grand Canyon,Purdue Fort Wayne,2025-11-03,1,90,57,7,15,20,71,64,6,13,10
Loyola Maryland,Towson,2025-11-03,0,56,50,6,11,25,67,57,12,10,18
South Carolina St.,Louisville,2025-11-03,-1,45,57,12,25,22,104,62,12,17,33
BYU,Villanova,2025-11-03,0,71,66,12,4,21,66,67,17,11,15
Cal Poly,Southern California,2025-11-03,-1,64,72,17,22,12,94,63,13,14,40
Idaho,Washington St.,2025-11-03,-1,83,58,7,11,19,81,57,6,5,34
Oregon St.,North Dakota St.,2025-11-03,1,67,45,5,12,26,65,66,11,7,11
Washington St.,Idaho,2025-11-03,1,81,57,6,5,34,83,58,7,11,19
North Dakota St.,Oregon St.,2025-11-03,-1,65,66,11,7,11,67,45,5,12,26
Southern California,Cal Poly,2025-11-03,1,94,63,13,14,40,64,72,17,22,12
Villanova,BYU,2025-11-03,0,66,67,17,11,15,71,66,12,4,21
St. Thomas (MN),Saint Mary's (CA),2025-11-03,-1,58,53,4,10,10,84,57,11,11,19
California,CSU Bakersfield,2025-11-03,1,87,59,12,14,25,60,53,11,17,30
Saint Mary's (CA),St. Thomas (MN),2025-11-03,1,84,57,11,11,19,58,53,4,10,10
Seattle U,Denver,2025-11-03,1,84,59,10,12,33,73,56,10,18,28
CSU Bakersfield,California,2025-11-03,-1,60,53,11,17,30,87,59,12,14,25
Denver,Seattle U,2025-11-03,-1,73,56,10,18,28,84,59,10,12,33
California Baptist,USC Upstate,2025-11-03,1,87,64,13,7,21,75,54,8,14,29
Eastern Wash.,UCLA,2025-11-03,-1,74,54,6,16,14,80,70,12,8,10
USC Upstate,California Baptist,2025-11-03,-1,75,54,8,14,29,87,64,13,7,21
UCLA,Eastern Wash.,2025-11-03,1,80,70,12,8,10,74,54,6,16,14
Washington,Ark.-Pine Bluff,2025-11-03,1,94,61,17,14,33,50,67,16,16,12
Ark.-Pine Bluff,Washington,2025-11-03,-1,50,67,16,16,12,94,61,17,14,33
Purdue,Evansville,2025-11-04,1,82,59,12,7,16,51,70,20,10,4
Evansville,Purdue,2025-11-04,-1,51,70,20,10,4,82,59,12,7,16
Nicholls,Kentucky,2025-11-04,-1,51,53,5,11,22,77,62,15,13,22
Kentucky,Nicholls,2025-11-04,1,77,62,15,13,22,51,53,5,11,22
East Carolina,Ga. Southern,2025-11-04,1,92,66,18,13,41,89,66,14,14,30
South Carolina,N.C. A&T,2025-11-04,1,91,63,10,13,21,72,60,7,12,22
Ga. Southern,East Carolina,2025-11-04,-1,89,66,14,14,30,92,66,18,13,41
West Virginia,Mount St. Mary's,2025-11-04,1,70,48,6,9,35,54,46,8,20,19
Fordham,NJIT,2025-11-04,1,61,67,19,8,18,72,59,9,11,8
NJIT,Fordham,2025-11-04,-1,72,59,9,11,8,61,67,19,8,18
Alcorn,Florida St.,2025-11-04,-1,76,51,9,21,27,108,70,14,8,25
N.C. A&T,South Carolina,2025-11-04,-1,72,60,7,12,22,91,63,10,13,21
Mount St. Mary's,West Virginia,2025-11-04,-1,54,46,8,20,19,70,48,6,9,35
Florida St.,Alcorn,2025-11-04,1,108,70,14,8,25,76,51,9,21,27
UNC Asheville,Wichita St.,2025-11-04,-1,58,56,11,16,13,75,68,21,14,15
Wichita St.,UNC Asheville,2025-11-04,1,75,68,21,14,15,58,56,11,16,13
Oral Roberts,Oklahoma St.,2025-11-04,-1,71,69,11,16,22,95,72,15,15,30
UNC Greensboro,Kansas St.,2025-11-04,-1,64,61,10,18,20,93,67,11,16,20
Lindenwood,Texas Tech,2025-11-04,-1,60,61,11,14,26,98,82,23,7,23
Eastern Ill.,Valparaiso,2025-11-04,-1,63,46,10,20,31,66,55,16,14,35
Oklahoma St.,Oral Roberts,2025-11-04,1,95,72,15,15,30,71,69,11,16,22
Valparaiso,Eastern Ill.,2025-11-04,1,66,55,16,14,35,63,46,10,20,31
Texas Tech,Lindenwood,2025-11-04,1,98,82,23,7,23,60,61,11,14,26
Kansas St.,UNC Greensboro,2025-11-04,1,93,67,11,16,20,64,61,10,18,20
Robert Morris,Iowa,2025-11-04,-1,69,48,13,23,22,101,47,10,11,44
Iowa,Robert Morris,2025-11-04,1,101,47,10,11,44,69,48,13,23,22
Duke,Texas,2025-11-04,0,75,52,11,10,30,60,59,18,16,23
Texas,Duke,2025-11-04,0,60,59,18,16,23,75,52,11,10,30
Arizona St.,Southern Utah,2025-11-04,1,81,59,11,14,20,64,70,16,16,8
Southern Utah,Arizona St.,2025-11-04,-1,64,70,16,16,8,81,59,11,14,20
Stanford,Portland St.,2025-11-04,1,89,57,10,17,36,79,59,8,21,16
San Diego St.,Long Beach St.,2025-11-04,1,77,60,12,15,19,45,59,12,21,5
Nevada,Louisiana Tech,2025-11-04,1,77,56,17,10,28,50,50,8,13,17
Long Beach St.,San Diego St.,2025-11-04,-1,45,59,12,21,5,77,60,12,15,19
UT Martin,UNLV,2025-11-04,-1,86,55,11,14,48,81,50,10,22,37
Louisiana Tech,Nevada,2025-11-04,-1,50,50,8,13,17,77,56,17,10,28
UNLV,UT Martin,2025-11-04,1,81,50,10,22,37,86,55,11,14,48
Portland St.,Stanford,2025-11-04,-1,79,59,8,21,16,89,57,10,17,36
Hawaii,Oregon,2025-11-04,-1,59,65,15,18,19,60,58,17,21,26
Oregon,Hawaii,2025-11-04,1,60,58,17,21,26,59,65,15,18,19
Rutgers,Rider,2025-11-05,1,81,64,20,7,33,53,65,21,14,18
Rider,Rutgers,2025-11-05,-1,53,65,21,14,18,81,64,20,7,33
Coppin St.,La Salle,2025-11-05,-1,59,57,7,16,18,87,53,11,14,35
La Salle,Coppin St.,2025-11-05,1,87,53,11,14,35,59,57,7,16,18
Delaware St.,Temple,2025-11-05,-1,65,54,8,16,13,83,57,9,6,22
Temple,Delaware St.,2025-11-05,1,83,57,9,6,22,65,54,8,16,13
Georgia,UMES,2025-11-05,1,94,76,25,10,29,29,55,19,31,13
Southern Ind.,Butler,2025-11-05,-1,58,65,10,12,17,88,65,17,13,29
UMES,Georgia,2025-11-05,-1,29,55,19,31,13,94,76,25,10,29
Butler,Southern Ind.,2025-11-05,1,88,65,17,13,29,58,65,10,12,17
South Dakota,Creighton,2025-11-05,-1,76,74,21,13,14,92,74,19,13,11
Marquette,Southern U.,2025-11-05,1,100,70,10,9,20,82,64,11,13,29
Indiana,Alabama A&M,2025-11-05,1,98,58,6,11,16,51,53,3,11,19
Alabama A&M,Indiana,2025-11-05,-1,51,53,3,11,19,98,58,6,11,16
Creighton,South Dakota,2025-11-05,1,92,74,19,13,11,76,74,21,13,14
Tarleton St.,LSU,2025-11-05,-1,60,62,12,9,18,96,47,7,15,29
Southern U.,Marquette,2025-11-05,-1,82,64,11,13,29,100,70,10,9,20
LSU,Tarleton St.,2025-11-05,1,96,47,7,15,29,60,62,12,9,18
Mississippi St.,North Ala.,2025-11-05,1,86,71,19,7,24,62,65,11,13,12
North Dakota St.,UC Davis,2025-11-05,-1,68,71,20,12,14,80,53,11,18,17
Fresno St.,USC Upstate,2025-11-05,1,66,62,14,12,22,67,50,9,22,17
North Ala.,Mississippi St.,2025-11-05,-1,62,65,11,13,12,86,71,19,7,24
USC Upstate,Fresno St.,2025-11-05,-1,67,50,9,22,17,66,62,14,12,22
East Texas A&M,New Mexico,2025-11-05,-1,54,62,11,21,11,76,63,12,15,23
UC Davis,North Dakota St.,2025-11-05,1,80,53,11,18,17,68,71,20,12,14
New Mexico,East Texas A&M,2025-11-05,1,76,63,12,15,23,54,62,11,21,11
LMU (CA),Eastern Wash.,2025-11-05,1,70,56,9,13,21,62,52,6,13,25
Eastern Wash.,LMU (CA),2025-11-05,-1,62,52,6,13,25,70,56,9,13,21
IU Indy,LIU,2025-11-06,1,90,78,14,14,18,94,66,13,23,22
LIU,IU Indy,2025-11-06,-1,94,66,13,23,22,90,78,14,14,18
Boston College,The Citadel,2025-11-06,1,76,62,14,4,28,47,53,8,12,20
Le Moyne,Xavier,2025-11-06,-1,69,51,5,18,12,74,59,10,11,16
The Citadel,Boston College,2025-11-06,-1,47,53,8,12,20,76,62,14,4,28
Miami (FL),Bethune-Cookman,2025-11-06,1,101,66,10,6,22,61,66,15,12,19
Bethune-Cookman,Miami (FL),2025-11-06,-1,61,66,15,12,19,101,66,10,6,22
West Virginia,Campbell,2025-11-06,1,73,57,12,11,27,65,54,14,12,32
Louisville,Jackson St.,2025-11-06,1,106,67,15,10,35,70,63,7,12,16
Xavier,Le Moyne,2025-11-06,1,74,59,10,11,16,69,51,5,18,12
Quinnipiac,Central Conn. St.,2025-11-06,1,71,71,10,5,7,49,65,12,9,14
Central Conn. St.,Quinnipiac,2025-11-06,-1,49,65,12,9,14,71,71,10,5,7
Illinois St.,Ohio,2025-11-06,-1,68,62,9,11,11,72,55,5,8,27
Jackson St.,Louisville,2025-11-06,-1,70,63,7,12,16,106,67,15,10,35
Campbell,West Virginia,2025-11-06,-1,65,54,14,12,32,73,57,12,11,27
Ohio,Illinois St.,2025-11-06,1,72,55,5,8,27,68,62,9,11,11
Robert Morris,Drake,2025-11-06,-1,81,68,14,17,8,79,65,14,8,32
Drake,Robert Morris,2025-11-06,1,79,65,14,8,32,81,68,14,17,8
Iowa St.,Grambling,2025-11-06,1,102,66,16,12,29,62,49,5,19,23
CSUN,UNI,2025-11-06,-1,57,52,11,20,23,86,63,6,10,10
South Alabama,Alcorn,2025-11-06,1,76,53,8,15,27,70,55,7,18,11
Chicago St.,Saint Louis,2025-11-06,-1,86,66,12,15,35,108,62,7,15,33
Texas A&M,Texas Southern,2025-11-06,1,104,61,7,8,37,70,49,9,23,25
Texas Southern,Texas A&M,2025-11-06,-1,70,49,9,23,25,104,61,7,8,37
A&M-Corpus Christi,SMU,2025-11-06,-1,58,66,16,11,18,69,59,13,9,28
Saint Louis,Chicago St.,2025-11-06,1,108,62,7,15,33,86,66,12,15,35
Omaha,Abilene Christian,2025-11-06,-1,71,43,5,16,31,73,57,12,14,21
North Florida,Florida,2025-11-06,-1,64,61,7,16,22,104,81,29,14,28
Florida,North Florida,2025-11-06,1,104,81,29,14,28,64,61,7,16,22
TCU,Saint Francis,2025-11-06,1,104,65,15,15,28,63,63,5,16,6
Alcorn,South Alabama,2025-11-06,-1,70,55,7,18,11,76,53,8,15,27
Saint Francis,TCU,2025-11-06,-1,63,63,5,16,6,104,65,15,15,28
Abilene Christian,Omaha,2025-11-06,1,73,57,12,14,21,71,43,5,16,31
Auburn,Merrimack,2025-11-06,1,95,62,21,8,37,57,56,10,11,24
Northwestern St.,North Texas,2025-11-06,-1,53,40,10,16,27,80,50,12,11,22
Grambling,Iowa St.,2025-11-06,-1,62,49,5,19,23,102,66,16,12,29
Merrimack,Auburn,2025-11-06,-1,57,56,10,11,24,95,62,21,8,37
North Texas,Northwestern St.,2025-11-06,1,80,50,12,11,22,53,40,10,16,27
SMU,A&M-Corpus Christi,2025-11-06,1,69,59,13,9,28,58,66,16,11,18
North Dakota,UC Riverside,2025-11-06,1,70,59,10,10,24,74,43,4,19,27
UNI,CSUN,2025-11-06,1,86,63,6,10,10,57,52,11,20,23
UC Riverside,North Dakota,2025-11-06,-1,74,43,4,19,27,70,59,10,10,24
Loyola Chicago,Mercyhurst,2025-11-06,1,65,53,10,14,23,73,54,9,12,21
Mercyhurst,Loyola Chicago,2025-11-06,-1,73,54,9,12,21,65,53,10,14,23
Washington,Denver,2025-11-06,1,84,65,11,9,15,70,61,9,13,12
Wright St.,California,2025-11-06,-1,67,64,11,8,18,77,55,10,10,31
Denver,Washington,2025-11-06,-1,70,61,9,13,12,84,65,11,9,15
